iso_code,continent,location,date,total_cases,new_cases,new_cases_smoothed,total_deaths,new_deaths,new_deaths_smoothed,total_cases_per_million,new_cases_per_million,new_cases_smoothed_per_million,total_deaths_per_million,new_deaths_per_million,new_deaths_smoothed_per_million,new_tests,total_tests,total_tests_per_thousand,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,positive_rate,tests_per_case,total_vaccinations,people_vaccinated,people_fully_vaccinated,new_vaccinations,new_vaccinations_smoothed,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,new_vaccinations_smoothed_per_million,stringency_index,population
HRV,Europe,Croatia,3/31/2021,271632,2623,1570.857,5947,19,17,66166.691,638.935,382.644,1448.626,4.628,4.141,10622,1549854,377.528,2.587,7864,1.916,0.2,5,476499,385724,89313,,10400,11.61,9.4,2.18,2533,43.52,4105268
HRV,Europe,Croatia,4/1/2021,274054,2422,1677.857,5967,20,18.429,66756.665,589.974,408.708,1453.498,4.872,4.489,9476,1559330,379.836,2.308,7985,1.945,0.21,4.8,498417,404518,92380,21918,12599,12.14,9.85,2.25,3069,43.52,4105268
HRV,Europe,Croatia,4/2/2021,276416,2362,1757.857,5996,29,20.286,67332.023,575.358,428.195,1460.562,7.064,4.941,8697,1568027,381.955,2.118,8084,1.969,0.217,4.6,517112,419431,96047,18695,14338,12.6,10.22,2.34,3493,43.52,4105268
HRV,Europe,Croatia,4/3/2021,278650,2234,1821.286,6025,29,21.857,67876.202,544.179,443.646,1467.626,7.064,5.324,7623,1575650,383.812,1.857,7988,1.946,0.228,4.4,,,,,13882,,,,3382,43.52,4105268
HRV,Europe,Croatia,4/4/2021,280026,1376,1829.143,6058,33,23.571,68211.381,335.179,445.56,1475.665,8.038,5.742,6850,1582500,385.48,1.669,7883,1.92,0.232,4.3,524371,426037,98334,,13425,12.77,10.38,2.4,3270,43.52,4105268
HRV,Europe,Croatia,4/5/2021,280164,138,1806,6083,25,24.571,68244.996,33.615,439.923,1481.755,6.09,5.985,1154,1583654,385.761,0.281,7641,1.861,0.236,4.2,,,,,11376,,,,2771,43.52,4105268
HRV,Europe,Croatia,4/6/2021,280899,735,1698.571,6113,30,26.429,68424.035,179.038,413.754,1489.062,7.308,6.438,6333,1589987,387.304,1.543,7251,1.766,0.234,4.3,526414,427387,99027,,9326,12.82,10.41,2.41,2272,52.78,4105268
HRV,Europe,Croatia,4/7/2021,282548,1649,1559.429,6149,36,28.857,68825.714,401.679,379.86,1497.832,8.769,7.029,9466,1599453,389.61,2.306,7086,1.726,0.22,4.5,533409,432601,100808,6995,8130,12.99,10.54,2.46,1980,52.78,4105268
HRV,Europe,Croatia,4/8/2021,285765,3217,1673,6185,36,31.143,69609.341,783.627,407.525,1506.601,8.769,7.586,11216,1610669,392.342,2.732,7334,1.786,0.228,4.4,543436,440890,102546,10027,6431,13.24,10.74,2.5,1567,52.78,4105268
HRV,Europe,Croatia,4/9/2021,288364,2599,1706.857,6235,50,34.143,70242.43,633.089,415.772,1518.78,12.179,8.317,8994,1619663,394.533,2.191,7377,1.797,0.231,4.3,565785,458762,107023,22349,6953,13.78,11.17,2.61,1694,52.78,4105268
HRV,Europe,Croatia,4/10/2021,290899,2535,1749.857,6269,34,34.857,70859.929,617.499,426.247,1527.062,8.282,8.491,10140,1629803,397.003,2.47,7736,1.884,0.226,4.4,583931,473522,110409,18146,9027,14.22,11.53,2.69,2199,52.78,4105268
HRV,Europe,Croatia,4/11/2021,292516,1617,1784.286,6308,39,35.714,71253.813,393.884,434.633,1536.562,9.5,8.7,9307,1639110,399.27,2.267,8087,1.97,0.221,4.5,588183,477617,110566,4252,9116,14.33,11.63,2.69,2221,52.78,4105268
HRV,Europe,Croatia,4/12/2021,292938,422,1824.857,6333,25,35.714,71356.608,102.795,444.516,1542.652,6.09,8.7,3201,1642311,400.05,0.78,8380,2.041,0.218,4.6,595369,483825,111544,7186,9997,14.5,11.79,2.72,2435,52.78,4105268
